"","user_id","condition","total_trials","risk","gain","no_effect","experimental_treatment_selected","key_press","rt","ratio","Extraversion","Agreeableness","Conscientiousness","Negative_Emotionality","Open_Mindedness","Harm","Fairness","Loyalty","Athority","Sancticy","PerspectiveTaking","Fantasy","EmpathicConcern","PersonalDistress","POWER","ACHIEVEMENT","HEDONISM","STIMULATION","SELF.DIRECTION","UNIVERSALISM","BENEVOLENCE","TRADITION","CONFORMITY","SECURITY","Lying","Assasination","Torture","Murder","Stealing","ForcedSterilization","SNS.total","SNS.ability","SNS.preference","GRiPs.score","republican","democrat","independent","conservative","liberal","sex","age_4","race_ethnicity","education","ReligionRaised","ReligionNow","Religiosity","Spirituality","AttendChurch","ReligiousActivity","meditation","RelationshipStatus","Income","Major","YearOfEducation","EmploymentStatus","Political_Party","HumanMind","Optimize","trial_index","risk_c","gain_c","Intercept","Risk_Beta","Gain_Beta","Interaction_Beta","Risk_sig","Gain_sig","Interaction_sig"
"1","0DeJj31H","Short Term (Working) Memory",75,50,10,40,"Yes to treatment",77,769.109999997425,0.2,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"1",1.33333333333334,-15.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"2","0DeJj31H","Short Term (Working) Memory",75,50,5,45,"Yes to treatment",90,556.774999997288,0.1,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"2",1.33333333333334,-20.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"3","0DeJj31H","Short Term (Working) Memory",75,5,80,15,"Yes to treatment",77,527.539999999164,16,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"3",-43.6666666666667,54.8,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"4","0DeJj31H","Short Term (Working) Memory",75,90,5,5,"Yes to treatment",90,1378.32499999786,0.0555555555555556,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"4",41.3333333333333,-20.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"5","0DeJj31H","Short Term (Working) Memory",75,55,10,35,"Yes to treatment",90,739.205000001704,0.181818181818182,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"5",6.33333333333334,-15.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"6","0DeJj31H","Short Term (Working) Memory",75,15,15,70,"Yes to treatment",77,1202.40000000194,1,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"6",-33.6666666666667,-10.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"7","0DeJj31H","Short Term (Working) Memory",75,45,20,35,"Yes to treatment",90,656.254999998026,0.444444444444444,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"7",-3.66666666666666,-5.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"8","0DeJj31H","Short Term (Working) Memory",75,5,70,25,"Yes to treatment",77,685.760000000359,14,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"8",-43.6666666666667,44.8,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"9","0DeJj31H","Short Term (Working) Memory",75,40,30,30,"Yes to treatment",90,493.764999999257,0.75,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"9",-8.66666666666666,4.8,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"10","0DeJj31H","Short Term (Working) Memory",75,50,20,30,"Yes to treatment",77,528.854999996838,0.4,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"10",1.33333333333334,-5.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"11","0DeJj31H","Short Term (Working) Memory",75,50,25,25,"Yes to treatment",90,467.574999998789,0.5,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"11",1.33333333333334,-0.199999999999999,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"12","0DeJj31H","Short Term (Working) Memory",75,5,5,90,"Yes to treatment",77,631.754999998491,1,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"12",-43.6666666666667,-20.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"13","0DeJj31H","Short Term (Working) Memory",75,10,25,65,"Yes to treatment",90,842.889999999898,2.5,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"13",-38.6666666666667,-0.199999999999999,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
"14","0DeJj31H","Short Term (Working) Memory",75,5,5,90,"Yes to treatment",77,666.454999998678,1,45,47,38,37,43,18,21,19,22,20,15,14,16,17,6,7,5,6,7,5,6,5,6,5,1,2,2,1,2,0,4.25,4.25,4.25,NA,4,5,4,5,6,"1",29,4,4,6,6,2,2,3,3,5,3,"25000","Computer","19","software",2,0,1,"14",-43.6666666666667,-20.2,90239.8918663254,0.765124203515772,0.607843956576987,0.997369322463441,0,0,0
