,user_id,condition,total_trials,risk,gain,no_effect,experimental_treatment_selected,key_press,rt,ratio,Extraversion,Agreeableness,Conscientiousness,Negative_Emotionality,Open_Mindedness,Harm,Fairness,Loyalty,Athority,Sancticy,PerspectiveTaking,Fantasy,EmpathicConcern,PersonalDistress,POWER,ACHIEVEMENT,HEDONISM,STIMULATION,SELF.DIRECTION,UNIVERSALISM,BENEVOLENCE,TRADITION,CONFORMITY,SECURITY,Lying,Assasination,Torture,Murder,Stealing,ForcedSterilization,SNS.total,SNS.ability,SNS.preference,republican,democrat,independent,conservative,liberal,sex,age,race_ethnicity,education,ReligionRaised,ReligionNow,Religiosity,Spirituality,AttendChurch,ReligiousActivity,meditation,RelationshipStatus,Income,Major,YearOfEducation,EmploymentStatus,Political_Party,HumanMind,Optimize,trial_index,risk_c,gain_c,Intercept,Risk_Beta,Gain_Beta,Interaction_Beta,lambda
1,1mvqe1Y3,Language (spoken),75,70,5,25,No to treatment,90,591.98,0.071428571,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,1,32.06666667,-25.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
2,1mvqe1Y3,Language (spoken),75,20,50,30,Yes to treatment,77,792.695,2.5,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,2,-17.93333333,19.93333333,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
3,1mvqe1Y3,Language (spoken),75,5,20,75,No to treatment,90,664.955,4,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,3,-32.93333333,-10.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
4,1mvqe1Y3,Language (spoken),75,5,25,70,No to treatment,77,648.54,5,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,4,-32.93333333,-5.066666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
5,1mvqe1Y3,Language (spoken),75,60,5,35,No to treatment,77,779.14,0.083333333,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,5,22.06666667,-25.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
6,1mvqe1Y3,Language (spoken),75,65,20,15,No to treatment,77,1406.015,0.307692308,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,6,27.06666667,-10.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
7,1mvqe1Y3,Language (spoken),75,10,30,60,Yes to treatment,77,1683.775,3,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,7,-27.93333333,-0.066666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
8,1mvqe1Y3,Language (spoken),75,65,10,25,No to treatment,90,1049.92,0.153846154,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,8,27.06666667,-20.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
9,1mvqe1Y3,Language (spoken),75,65,15,20,No to treatment,77,638.94,0.230769231,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,9,27.06666667,-15.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
10,1mvqe1Y3,Language (spoken),75,45,30,25,No to treatment,77,748.075,0.666666667,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,10,7.066666667,-0.066666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
11,1mvqe1Y3,Language (spoken),75,25,70,5,Yes to treatment,77,682.77,2.8,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,11,-12.93333333,39.93333333,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
12,1mvqe1Y3,Language (spoken),75,50,20,30,No to treatment,90,619.045,0.4,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,12,12.06666667,-10.06666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
13,1mvqe1Y3,Language (spoken),75,25,50,25,Yes to treatment,90,982.715,2,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,13,-12.93333333,19.93333333,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
14,1mvqe1Y3,Language (spoken),75,35,30,35,No to treatment,90,550.265,0.857142857,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,1,47,2,4,1,7,1,1,2,2,1,5,175000,Business Administration,18,Full time - business owner - construction services,2,0,0,14,-2.933333333,-0.066666667,3.09E-05,0.737258642,1.518188397,1.003108741,-0.48561736
