"","user_id","condition","total_trials","risk","gain","no_effect","experimental_treatment_selected","key_press","rt","ratio","Extraversion","Agreeableness","Conscientiousness","Negative_Emotionality","Open_Mindedness","Harm","Fairness","Loyalty","Athority","Sancticy","PerspectiveTaking","Fantasy","EmpathicConcern","PersonalDistress","POWER","ACHIEVEMENT","HEDONISM","STIMULATION","SELF.DIRECTION","UNIVERSALISM","BENEVOLENCE","TRADITION","CONFORMITY","SECURITY","Lying","Assasination","Torture","Murder","Stealing","ForcedSterilization","SNS.total","SNS.ability","SNS.preference","republican","democrat","independent","conservative","liberal","sex","age_4","race_ethnicity","education","ReligionRaised","ReligionNow","Religiosity","Spirituality","AttendChurch","ReligiousActivity","meditation","RelationshipStatus","Income","Major","YearOfEducation","EmploymentStatus","Political_Party","HumanMind","Optimize","trial_index"
"1","01rSsifR","Mood",75,25,15,60,"No to treatment",77,944.754999996803,0.6,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"1"
"2","01rSsifR","Mood",75,25,35,40,"Yes to treatment",90,5473.42000000208,1.4,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"2"
"3","01rSsifR","Mood",75,25,15,60,"No to treatment",90,1121.24500000209,0.6,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"3"
"4","01rSsifR","Mood",75,80,15,5,"No to treatment",90,833.630000000994,0.1875,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"4"
"5","01rSsifR","Mood",75,35,30,35,"No to treatment",90,946.24499999918,0.857142857142857,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"5"
"6","01rSsifR","Mood",75,25,35,40,"Yes to treatment",77,994.064999998896,1.4,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"6"
"7","01rSsifR","Mood",75,80,15,5,"No to treatment",77,657.070000001113,0.1875,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"7"
"8","01rSsifR","Mood",75,60,10,30,"No to treatment",90,737.744999998511,0.166666666666667,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"8"
"9","01rSsifR","Mood",75,50,15,35,"No to treatment",77,961.880000002566,0.3,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"9"
"10","01rSsifR","Mood",75,40,35,25,"No to treatment",77,2577.82499999666,0.875,39,37,38,39,43,23,24,13,20,18,28,26,25,9,4,7,7,6,4,5,7,4,6,7,2,1,1,1,1,2,4.625,4.5,4.75,4,5,6,3,5,"2",29,1,2,1,1,2,3,3,6,4,2,"41000","Business Management","15","Project Manager - Information",1,1,0,"10"
