"","user_id","condition","total_trials","risk","gain","no_effect","experimental_treatment_selected","key_press","rt","ratio","Extraversion","Agreeableness","Conscientiousness","Negative_Emotionality","Open_Mindedness","Harm","Fairness","Loyalty","Athority","Sancticy","PerspectiveTaking","Fantasy","EmpathicConcern","PersonalDistress","POWER","ACHIEVEMENT","HEDONISM","STIMULATION","SELF.DIRECTION","UNIVERSALISM","BENEVOLENCE","TRADITION","CONFORMITY","SECURITY","Lying","Assasination","Torture","Murder","Stealing","ForcedSterilization","SNS.total","SNS.ability","SNS.preference","republican","democrat","independent","conservative","liberal","sex","age_4","race_ethnicity","education","ReligionRaised","ReligionNow","Religiosity","Spirituality","AttendChurch","ReligiousActivity","meditation","RelationshipStatus","Income","Major","YearOfEducation","EmploymentStatus","Political_Party","HumanMind","Optimize","trial_index","risk_c","gain_c","Intercept","Risk_Beta","Gain_Beta","Interaction_Beta","lambda"
"1","1mvqe1Y3","Language (spoken)",75,70,5,25,"No to treatment",90,591.979999999225,0.0714285714285714,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"1",32.0666666666667,-25.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"2","1mvqe1Y3","Language (spoken)",75,20,50,30,"Yes to treatment",77,792.695000000094,2.5,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"2",-17.9333333333333,19.9333333333333,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"3","1mvqe1Y3","Language (spoken)",75,5,20,75,"No to treatment",90,664.955000000191,4,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"3",-32.9333333333333,-10.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"4","1mvqe1Y3","Language (spoken)",75,5,25,70,"No to treatment",77,648.540000000125,5,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"4",-32.9333333333333,-5.06666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"5","1mvqe1Y3","Language (spoken)",75,60,5,35,"No to treatment",77,779.140000000567,0.0833333333333333,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"5",22.0666666666667,-25.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"6","1mvqe1Y3","Language (spoken)",75,65,20,15,"No to treatment",77,1406.01500000048,0.307692307692308,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"6",27.0666666666667,-10.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"7","1mvqe1Y3","Language (spoken)",75,10,30,60,"Yes to treatment",77,1683.77499999951,3,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"7",-27.9333333333333,-0.0666666666666664,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"8","1mvqe1Y3","Language (spoken)",75,65,10,25,"No to treatment",90,1049.91999999947,0.153846153846154,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"8",27.0666666666667,-20.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"9","1mvqe1Y3","Language (spoken)",75,65,15,20,"No to treatment",77,638.939999998911,0.230769230769231,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"9",27.0666666666667,-15.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"10","1mvqe1Y3","Language (spoken)",75,45,30,25,"No to treatment",77,748.074999999517,0.666666666666667,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"10",7.06666666666667,-0.0666666666666664,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"11","1mvqe1Y3","Language (spoken)",75,25,70,5,"Yes to treatment",77,682.769999999437,2.8,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"11",-12.9333333333333,39.9333333333333,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"12","1mvqe1Y3","Language (spoken)",75,50,20,30,"No to treatment",90,619.04499999946,0.4,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"12",12.0666666666667,-10.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"13","1mvqe1Y3","Language (spoken)",75,25,50,25,"Yes to treatment",90,982.715000000084,2,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"13",-12.9333333333333,19.9333333333333,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"14","1mvqe1Y3","Language (spoken)",75,35,30,35,"No to treatment",90,550.264999999839,0.857142857142857,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"14",-2.93333333333333,-0.0666666666666664,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
"15","1mvqe1Y3","Language (spoken)",75,70,20,10,"No to treatment",90,614.804999999265,0.285714285714286,38,42,36,36,37,24,24,14,18,16,23,5,15,0,7,8,8,4,8,3,8,4,4,4,1,1,1,1,1,1,6,6,6,3,2,5,5,4,"1",47,2,4,1,7,1,1,2,2,1,5,"175000","Business Administration","18","Full time - business owner - construction services",2,0,0,"15",32.0666666666667,-10.0666666666667,3.08863965221038e-05,0.73725864153396,1.51818839693465,1.00310874061674,-0.485617360152763
